ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-472055,MapQuest,201,3,6/22/2017 16:04,6/22/2017 16:34,38.602749,-90.449249,,,0,Right hand shoulder blocked due to accident on I-270 Southbound before Exit 9 MO-100 Manchester Rd.,,Manchester Rd,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,6/22/2017 15:51,84.9,,63,29.73,10,SE,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472056,MapQuest,201,3,6/22/2017 16:06,6/22/2017 16:36,38.778118,-90.388908,,,0,Right hand shoulder blocked due to accident on I-270 Northbound at Exit 23 James S McDonnell Blvd.,,I-270 W,R,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,6/22/2017 15:51,84.9,,63,29.73,10,SE,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472072,MapQuest,201,3,6/22/2017 18:56,6/22/2017 19:26,38.629681,-90.343552,,,0,Right hand shoulder blocked due to accident on I-64 Eastbound at Exit 31A I-170 Inner Belt.,,US-40 E,R,Saint Louis,St. Louis County,MO,63144,US,US/Central,KSTL,6/22/2017 18:51,86,,59,29.71,10,South,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472075,MapQuest,201,3,6/22/2017 21:45,6/22/2017 22:14,38.639843,-90.449455,,,0,Right lane blocked due to accident on I-270 Northbound at I-64.,,I-270 N,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,6/22/2017 21:51,82,,71,29.71,10,SSE,16.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-472084,MapQuest,201,3,6/23/2017 6:35,6/23/2017 7:05,38.547081,-90.290398,,,0,Right hand shoulder blocked due to accident on I-55 Southbound before Bayless Ave.,,I-55 S,R,Saint Louis,St. Louis County,MO,63123,US,US/Central,KCPS,6/23/2017 6:53,77,,88,29.69,10,SSE,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472088,MapQuest,201,3,6/23/2017 7:41,6/23/2017 8:10,38.700363,-90.263809,,,0,Right lane closed due to accident on I-70 Eastbound at Goodfellow.,,Goodfellow Blvd,R,Saint Louis,St. Louis City,MO,63120,US,US/Central,KSTL,6/23/2017 7:46,78.8,,83,29.73,8,West,10.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472100,MapQuest,201,3,6/23/2017 9:00,6/23/2017 9:29,38.525158,-90.398514,,,0,Right hand shoulder blocked due to accident on I-270 Northbound after Gravois Rd.,,Gravois Rd,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,6/23/2017 8:53,79,,82,29.66,10,South,4.6,0.01,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472109,MapQuest,201,3,6/23/2017 10:15,6/23/2017 10:59,38.702869,-90.269028,,,0,Right hand shoulder blocked due to accident on I-70 Eastbound at Exits 242 243A Jennings Station Rd.,,Jennings Station Rd,R,Saint Louis,St. Louis County,MO,63120,US,US/Central,KSTL,6/23/2017 10:11,81,,69,29.71,10,NW,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472148,MapQuest,201,3,6/23/2017 22:25,6/23/2017 22:54,38.77063,-90.238884,,,0,Right hand shoulder blocked due to accident on I-270 Eastbound at MO-367 Lewis and Clark Blvd.,,I-270 E,R,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,6/23/2017 22:51,75,,48,29.93,10,NW,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-472150,MapQuest,201,2,6/24/2017 7:15,6/24/2017 7:44,38.523846,-90.286156,,,0,Accident on Telegraph Rd both ways at Ripa Ave.,600,W Ripa Ave,L,Saint Louis,Saint Louis,MO,63125-2524,US,US/Central,KCPS,6/24/2017 6:53,66.9,,68,30.06,10,West,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472151,MapQuest,201,3,6/24/2017 11:50,6/24/2017 12:34,38.620068,-90.189575,,,0,Right hand shoulder blocked due to accident on I-55 Northbound at I-64.,,I-44 E,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,6/24/2017 11:53,77,,31,30.13,10,NW,17.3,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472152,MapQuest,201,3,6/24/2017 12:59,6/24/2017 13:43,38.580395,-90.359718,,,0,Three Left lane blocked due to accident on I-44 Eastbound at Exit 280 Elm Ave.,,S Elm Ave,R,Saint Louis,St. Louis County,MO,63119,US,US/Central,KCPS,6/24/2017 12:53,78.1,,30,30.12,10,WNW,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472166,MapQuest,201,3,6/25/2017 9:05,6/25/2017 9:49,38.772644,-90.307655,,,0,Right lane closed due to accident on I-270 Eastbound at Exit 28 Elizabeth Ave.,,I-270 E,R,Saint Louis,St. Louis County,MO,63135,US,US/Central,KSTL,6/25/2017 8:51,73,,46,30.19,10,WSW,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472215,MapQuest,201,3,6/26/2017 20:34,6/26/2017 21:03,38.629108,-90.319801,,,0,2 left lane blocked due to accident on I-64 Eastbound at Big Bend Blvd.,,Big Bend Blvd,R,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,6/26/2017 20:51,68,,59,30.08,10,West,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-472216,MapQuest-Bing,201,3,6/26/2017 20:34,6/26/2017 21:04,38.767078,-90.182312,,,0,Right lane blocked due to accident on I-270 Westbound at Exit 34 Riverview Dr.,,I-270 W,R,Saint Louis,St. Louis City,MO,63138,US,US/Central,KSTL,6/26/2017 20:51,68,,59,30.08,10,West,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-472217,MapQuest,201,3,6/26/2017 22:39,6/26/2017 23:24,38.775787,-90.339417,,,0,Right lane blocked due to accident on I-170 Northbound before I-270.,,I-270 W,R,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,6/26/2017 22:51,66,,68,30.1,10,WSW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-472239,MapQuest,201,3,6/27/2017 9:54,6/27/2017 10:23,38.63176,-90.286446,,,0,Right lane blocked due to accident on I-64 Westbound after Exit 34B Oakland Ave.,,Hampton Ave,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,6/27/2017 9:53,73.9,,52,30.15,10,SE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472240,MapQuest,201,3,6/27/2017 10:05,6/27/2017 10:34,38.63176,-90.286446,,,0,Restrictions due to accident on I-64 Westbound at Exit 34B Oakland Ave.,,Hampton Ave,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,6/27/2017 9:53,73.9,,52,30.15,10,SE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472261,MapQuest,201,3,6/27/2017 16:02,6/27/2017 16:35,38.631535,-90.234802,,,0,Accident on I-64 Market St Eastbound at Grand Blvd.,,Market St,R,Saint Louis,St. Louis City,MO,63103,US,US/Central,KCPS,6/27/2017 15:53,82,,27,30.06,10,South,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472281,MapQuest,201,3,6/27/2017 20:41,6/27/2017 21:10,38.705097,-90.339996,,,0,2 left lane blocked due to accident on I-170 Southbound at Exit 5 MO-180 Saint Charles Rock Rd.,,I-170 S,R,Saint Louis,St. Louis County,MO,63114,US,US/Central,KSTL,6/27/2017 20:51,78.1,,35,29.99,10,SSE,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-472282,MapQuest,201,3,6/27/2017 21:06,6/27/2017 21:36,38.750015,-90.439163,,,0,2 left lane blocked due to accident on I-70 Westbound at I-270.,,I-270 N,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,6/27/2017 20:51,78.1,,35,29.99,10,SSE,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-472291,MapQuest-Bing,245,3,6/28/2017 7:22,6/28/2017 7:52,38.580395,-90.359718,,,0,Two lanes blocked due to accident on I-44 Eastbound at Exit 280 Elm Ave.,,S Elm Ave,R,Saint Louis,St. Louis County,MO,63119,US,US/Central,KCPS,6/28/2017 6:53,66,,73,30.02,10,SSE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472295,MapQuest,241,3,6/28/2017 7:52,6/28/2017 8:21,38.548611,-90.42717,,,0,Left lane blocked due to accident on I-270 Northbound at Exits 5A 5B I-44.,,I-44 W,R,Saint Louis,St. Louis County,MO,63122,US,US/Central,KSTL,6/28/2017 7:51,72,,66,29.99,10,South,15,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472314,MapQuest-Bing,201,2,6/28/2017 11:11,6/28/2017 11:56,38.525158,-90.398514,,,0,Right hand shoulder blocked due to accident on MO-30 Gravois Rd Eastbound at I-270.,,Gravois Rd,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,6/28/2017 10:53,80.1,,56,30.01,10,South,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472317,MapQuest,201,3,6/28/2017 11:29,6/28/2017 12:13,38.705097,-90.339996,,,0,Left lane blocked due to accident on I-170 Southbound at Exit 5 MO-180 Saint Charles Rock Rd.,,I-170 S,R,Saint Louis,St. Louis County,MO,63114,US,US/Central,KSTL,6/28/2017 11:51,82,,54,29.96,10,South,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472319,MapQuest,241,3,6/28/2017 11:47,6/28/2017 12:16,38.567924,-90.393768,,,0,Left lane blocked due to accident on I-44 Eastbound at Exit 278 Big Bend Rd.,,I-44 W,R,Saint Louis,St. Louis County,MO,63122,US,US/Central,KSTL,6/28/2017 11:51,82,,54,29.96,10,South,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472321,MapQuest,245,3,6/28/2017 11:51,6/28/2017 12:19,38.705097,-90.339996,,,0,Two lanes blocked due to accident on I-170 Southbound at Exit 5 MO-180 Saint Charles Rock Rd.,,I-170 S,R,Saint Louis,St. Louis County,MO,63114,US,US/Central,KSTL,6/28/2017 11:51,82,,54,29.96,10,South,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472364,MapQuest,201,3,6/28/2017 20:19,6/28/2017 20:47,38.503555,-90.338707,,,0,2 right lane closed due to accident on I-55 Northbound at I-255.,,I-255 W,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,6/28/2017 19:53,82.9,,49,29.86,10,South,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472366,MapQuest,241,3,6/29/2017 6:11,6/29/2017 6:40,38.698124,-90.450813,,,0,Left lane blocked due to accident on I-270 Southbound at Exits 16 16A 16B MO-364.,,I-270 S,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,6/29/2017 6:05,73.9,,79,29.96,9,WSW,15,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472385,MapQuest,201,3,6/29/2017 11:54,6/29/2017 12:38,38.620068,-90.189575,,,0,Right hand shoulder blocked due to accident on I-64 Eastbound at Exits 40 40A I-55.,,I-44 E,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,6/29/2017 11:53,88,,49,29.89,10,South,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472412,MapQuest,201,3,6/29/2017 17:23,6/29/2017 17:53,38.595795,-90.449883,,,0,Accident on I-270 Southbound at Exit 9 MO-100 Manchester Rd.,,I-270 S,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,6/29/2017 17:11,81,,77,29.79,10,South,19.6,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472414,MapQuest,201,3,6/29/2017 18:00,6/29/2017 18:30,38.759693,-90.429459,,,0,Accident on I-270 Westbound at Exits 20A 20B 20C MO-180 Saint Charles Rock Rd.,,I-270 S,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,6/29/2017 17:51,86,,61,29.78,10,South,11.5,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472420,MapQuest,201,3,6/29/2017 19:25,6/29/2017 19:54,38.580437,-90.225533,,,0,Right hand shoulder blocked due to accident on I-55 Northbound at Exit 205 Gasconade St.,,I-55 N,R,Saint Louis,St. Louis City,MO,63118,US,US/Central,KCPS,6/29/2017 19:53,84.9,,55,29.83,10,SSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472436,MapQuest,241,3,6/30/2017 8:35,6/30/2017 9:04,38.591576,-90.214447,,,0,Left lane blocked due to accident on I-55 Northbound at Exit 206B MO-366 Broadway.,,S Broadway,R,Saint Louis,St. Louis City,MO,63118,US,US/Central,KCPS,6/30/2017 8:53,79,,77,29.87,10,South,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472504,MapQuest,201,3,7/2/2017 9:35,7/2/2017 10:19,38.513065,-90.371544,,,0,Left lane closed due to accident on I-270 Southbound at Exit 2 MO-21 Tesson Ferry Rd.,,Tesson Ferry Rd,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,7/2/2017 9:53,84,,41,30.12,10,SSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472505,MapQuest,201,3,7/2/2017 10:01,7/2/2017 10:45,38.719685,-90.332069,,,0,Left lane closed due to accident on I-170 Southbound at Exit 6 MO-115 Natural Bridge Rd.,,I-170 N,R,Saint Louis,St. Louis County,MO,63134,US,US/Central,KSTL,7/2/2017 9:51,84.9,,40,30.1,10,SSW,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472551,MapQuest,201,3,7/3/2017 15:54,7/3/2017 16:24,38.629856,-90.271507,,,0,Accident on I-64 Westbound at Exit 36A Kingshighway Blvd.,,US-40 E,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,7/3/2017 15:53,90,,45,29.97,10,South,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472565,MapQuest,201,3,7/3/2017 22:41,7/3/2017 23:41,38.803177,-90.678574,,,0,Right lane blocked due to accident on I-70 Westbound at T.R. Hughes Blvd.,,T.R. Hughes Blvd,R,O Fallon,St. Charles,MO,63366,US,US/Central,KSUS,7/3/2017 22:54,71.1,,90,29.96,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-472587,MapQuest,201,3,7/4/2017 20:05,7/4/2017 20:34,38.764168,-90.482384,,,0,2 right lane blocked due to accident on I-70 Westbound at Missouri River.,,I-70 W,R,Earth City,St. Louis County,MO,63045,US,US/Central,KSTL,7/4/2017 19:51,84,,58,29.97,10,ENE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472588,MapQuest,201,3,7/5/2017 4:08,7/5/2017 5:08,38.770027,-90.406715,,,0,Right lane closed due to accident on I-270 Southbound at MO-370.,,I-270 S,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,7/5/2017 3:51,79,,74,29.97,10,ESE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-472589,MapQuest,201,3,7/5/2017 5:54,7/5/2017 6:23,38.620068,-90.189575,,,0,Accident on I-64 Westbound before I-44.,,I-44 E,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,7/5/2017 5:53,77,,82,30,10,SSE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472598,MapQuest,201,3,7/5/2017 9:53,7/5/2017 10:52,38.46172,-90.374016,,,0,2 right lane closed due to accident on I-55 Northbound at Exit 193 Meramec Bottom Rd.,,I-55 S,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,7/5/2017 9:53,80.1,,76,30.05,10,SE,11.5,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472602,MapQuest,201,3,7/5/2017 10:28,7/5/2017 10:57,38.672077,-90.44928,,,0,Accident on I-270 Northbound at Exit 14 MO-340 Olive Blvd.,,Olive Blvd,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,7/5/2017 10:51,84.9,,59,30.02,10,ESE,17.3,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472630,MapQuest,201,3,7/5/2017 17:25,7/5/2017 18:25,38.633938,-90.450302,,,0,Accident on I-270 Southbound near Exits 12A-B 12B-A I-64.,,I-270 S,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,7/5/2017 17:51,82,,67,29.95,10,East,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472658,MapQuest,201,3,7/6/2017 7:40,7/6/2017 8:10,38.620068,-90.189575,,,0,Accident on I-44 Eastbound before I-64.,,I-44 E,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,7/6/2017 7:53,73.9,,82,30.02,10,North,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472663,MapQuest,201,3,7/6/2017 8:12,7/6/2017 8:41,38.629108,-90.319801,,,0,Left lane closed due to accident on I-64 Eastbound at Big Bend Blvd.,,Big Bend Blvd,R,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,7/6/2017 8:02,73.9,,82,30.04,10,NNE,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472671,MapQuest,201,3,7/6/2017 9:36,7/6/2017 10:20,38.616543,-90.239296,,,0,Right hand shoulder blocked due to accident on I-44 Eastbound after Exit 288 Lafayette Ave.,,I-44 E,R,Saint Louis,St. Louis City,MO,63104,US,US/Central,KCPS,7/6/2017 9:50,77,,78,30.04,10,NNW,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472701,MapQuest,201,3,7/6/2017 16:22,7/6/2017 16:51,38.631134,-90.265495,,,0,Right hand shoulder blocked due to accident on I-64 Westbound at Exit 36A Kingshighway Blvd.,,S Kingshighway Blvd,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,7/6/2017 15:53,91,,47,29.99,10,NNE,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-472715,MapQuest,201,3,7/6/2017 21:49,7/6/2017 22:18,38.778313,-90.359932,,,0,3 left lane closed due to accident on I-270 Eastbound before Exit 25 US-67 Lindbergh Blvd.,,I-270 W,R,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,7/6/2017 21:51,84.9,,57,29.98,10,WSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-501094,MapQuest,201,3,7/10/2017 21:49,7/10/2017 22:19,38.623749,-90.202774,,,0,2 left lane blocked due to accident on I-64 Eastbound at Exit 39A 14th St.,426,S 14th St,L,Saint Louis,Saint Louis City,MO,63103-2704,US,US/Central,KCPS,7/10/2017 21:53,84.9,,57,29.89,10,South,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-501097,MapQuest-Bing,201,2,7/11/2017 5:58,7/11/2017 6:27,38.642365,-90.510445,,,0,Left lane closed due to accident on MO-141 Woods Mill Rd Northbound at I-64.,,S Woods Mill Rd,R,Chesterfield,St. Louis County,MO,63017,US,US/Central,KSUS,7/11/2017 5:54,78.1,,79,29.9,10,WSW,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501106,MapQuest,201,3,7/11/2017 7:39,7/11/2017 8:08,38.683212,-90.227982,,,0,Right lane closed due to accident on I-70 Westbound before Florissant Ave.,,I-70 W,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,7/11/2017 7:51,84,,63,29.92,10,WSW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501108,MapQuest,201,3,7/11/2017 7:51,7/11/2017 8:20,38.683212,-90.227982,,,0,3 right lane closed due to accident on I-70 Eastbound before O'Fallon Park.,,I-70 W,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,7/11/2017 7:51,84,,63,29.92,10,WSW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501147,MapQuest,201,3,7/12/2017 8:05,7/12/2017 8:34,38.610252,-90.21048,,,0,Left lane closed due to accident on I-55 Northbound before I-44.,,I-55 S,R,Saint Louis,St. Louis City,MO,63104,US,US/Central,KCPS,7/12/2017 8:14,82.9,,65,30,0.5,SW,8.1,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501148,MapQuest,201,2,7/12/2017 8:06,7/12/2017 8:35,38.753361,-90.542709,,,0,Right lane closed due to accident on MO-364 Westbound after MO-94.,,MO-364 W,R,Saint Charles,St. Charles,MO,63303,US,US/Central,KSUS,7/12/2017 7:54,81,,74,29.95,10,SW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-501150,MapQuest,201,3,7/12/2017 8:51,7/12/2017 9:21,38.769955,-90.220856,,,0,Left lane closed due to accident on I-270 Westbound after Bellefontaine Rd.,,I-270 W,R,Saint Louis,St. Louis County,MO,63137,US,US/Central,KSTL,7/12/2017 8:51,88,,57,29.96,10,SW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
